Data table for: E:\YR 4 LVAY DATA\GT3X+\Hip\1072_V1L3XP_41sec.agd
Date, Time, Axis1,Axis2,Axis3,Inclinometer,Vector Magnitude
5/20/2011,15:25:09,0,0,0,2,0
5/20/2011,15:25:10,0,0,0,2,0
5/20/2011,15:25:11,0,0,0,2,0
5/20/2011,15:25:12,0,0,0,2,0
5/20/2011,15:25:13,0,0,0,2,0
5/20/2011,15:25:14,0,0,0,2,0
5/20/2011,15:25:15,0,0,0,2,0
5/20/2011,15:25:16,0,0,0,2,0
5/20/2011,15:25:17,0,0,0,2,0
5/20/2011,15:25:18,0,0,0,2,0
5/20/2011,15:25:19,0,0,0,2,0
5/20/2011,15:25:20,0,0,0,2,0
5/20/2011,15:25:21,0,0,0,2,0
5/20/2011,15:25:22,0,0,0,2,0
5/20/2011,15:25:23,0,0,0,2,0
5/20/2011,15:25:24,0,0,0,2,0
5/20/2011,15:25:25,0,0,0,2,0
5/20/2011,15:25:26,0,0,0,2,0
5/20/2011,15:25:27,0,0,0,2,0
5/20/2011,15:25:28,0,0,0,2,0
5/20/2011,15:25:29,0,0,0,2,0
5/20/2011,15:25:30,0,0,0,2,0
5/20/2011,15:25:31,0,0,0,2,0
5/20/2011,15:25:32,0,0,0,2,0
5/20/2011,15:25:33,0,0,0,2,0
5/20/2011,15:25:34,0,0,0,2,0
5/20/2011,15:25:35,0,0,0,2,0
5/20/2011,15:25:36,0,0,0,2,0
5/20/2011,15:25:37,0,0,0,2,0
5/20/2011,15:25:38,0,0,0,2,0
5/20/2011,15:25:39,0,0,0,2,0
5/20/2011,15:25:40,0,0,0,2,0
5/20/2011,15:25:41,0,0,0,2,0
5/20/2011,15:25:42,0,0,0,2,0
5/20/2011,15:25:43,0,0,0,2,0
5/20/2011,15:25:44,0,0,0,2,0
5/20/2011,15:25:45,0,0,0,2,0
5/20/2011,15:25:46,0,0,0,2,0
5/20/2011,15:25:47,0,0,0,2,0
5/20/2011,15:25:48,0,0,0,2,0
5/20/2011,15:25:49,0,0,0,2,0
5/20/2011,15:25:50,0,0,0,2,0
5/20/2011,15:25:51,0,0,0,2,0
5/20/2011,15:25:52,0,0,0,2,0
5/20/2011,15:25:53,0,0,0,2,0
5/20/2011,15:25:54,0,0,0,2,0
5/20/2011,15:25:55,0,0,0,2,0
5/20/2011,15:25:56,0,0,0,2,0
5/20/2011,15:25:57,0,0,0,2,0
5/20/2011,15:25:58,0,0,0,2,0
5/20/2011,15:25:59,0,0,0,2,0
5/20/2011,15:26:00,0,0,0,2,0
5/20/2011,15:26:01,0,0,0,2,0
5/20/2011,15:26:02,0,0,0,2,0
5/20/2011,15:26:03,0,0,0,2,0
5/20/2011,15:26:04,0,0,0,2,0
5/20/2011,15:26:05,0,0,0,2,0
5/20/2011,15:26:06,0,0,0,2,0
5/20/2011,15:26:07,0,0,0,2,0
5/20/2011,15:26:08,0,0,0,2,0
5/20/2011,15:26:09,0,0,0,2,0
5/20/2011,15:26:10,0,0,0,2,0
5/20/2011,15:26:11,0,0,0,2,0
5/20/2011,15:26:12,0,0,0,2,0
5/20/2011,15:26:13,0,0,0,2,0
5/20/2011,15:26:14,0,0,0,2,0
5/20/2011,15:26:15,0,0,0,2,0
5/20/2011,15:26:16,0,0,0,2,0
5/20/2011,15:26:17,0,0,0,2,0
5/20/2011,15:26:18,0,0,0,2,0
5/20/2011,15:26:19,0,0,0,2,0
5/20/2011,15:26:20,0,0,0,2,0
5/20/2011,15:26:21,0,0,0,2,0
5/20/2011,15:26:22,0,0,0,2,0
5/20/2011,15:26:23,0,0,0,2,0
5/20/2011,15:26:24,0,0,0,2,0
5/20/2011,15:26:25,0,0,0,2,0
5/20/2011,15:26:26,0,0,0,0,0
5/20/2011,15:26:27,0,0,0,0,0
5/20/2011,15:26:28,0,0,0,0,0
5/20/2011,15:26:29,0,0,0,0,0
5/20/2011,15:26:30,0,0,0,0,0
5/20/2011,15:26:31,0,0,0,0,0
5/20/2011,15:26:32,0,0,0,0,0
5/20/2011,15:26:33,0,0,0,0,0
5/20/2011,15:26:34,0,0,0,0,0
5/20/2011,15:26:35,0,0,0,0,0
5/20/2011,15:26:36,0,0,0,0,0
5/20/2011,15:26:37,0,0,0,0,0
5/20/2011,15:26:38,0,0,0,0,0
5/20/2011,15:26:39,0,0,0,0,0
5/20/2011,15:26:40,0,0,0,0,0
5/20/2011,15:26:41,0,0,0,0,0
5/20/2011,15:26:42,0,0,0,0,0
5/20/2011,15:26:43,0,0,0,0,0
5/20/2011,15:26:44,0,0,0,0,0
5/20/2011,15:26:45,0,0,0,0,0
5/20/2011,15:26:46,0,0,0,0,0
5/20/2011,15:26:47,0,0,0,0,0
5/20/2011,15:26:48,0,0,0,0,0
5/20/2011,15:26:49,0,0,0,0,0
5/20/2011,15:26:50,0,0,0,0,0
5/20/2011,15:26:51,0,0,0,0,0
5/20/2011,15:26:52,0,0,0,0,0
5/20/2011,15:26:53,0,0,0,0,0
5/20/2011,15:26:54,0,0,0,0,0
5/20/2011,15:26:55,0,0,0,0,0
5/20/2011,15:26:56,0,0,0,0,0
5/20/2011,15:26:57,0,0,0,0,0
5/20/2011,15:26:58,0,0,0,0,0
5/20/2011,15:26:59,0,0,0,0,0
5/20/2011,15:27:00,0,0,0,0,0
5/20/2011,15:27:01,0,0,0,0,0
5/20/2011,15:27:02,0,0,0,0,0
5/20/2011,15:27:03,0,0,0,0,0
5/20/2011,15:27:04,0,0,0,0,0
5/20/2011,15:27:05,0,0,0,0,0
5/20/2011,15:27:06,0,0,0,0,0
5/20/2011,15:27:07,0,0,0,0,0
5/20/2011,15:27:08,0,0,0,0,0
5/20/2011,15:27:09,0,0,0,0,0
5/20/2011,15:27:10,0,0,0,0,0
5/20/2011,15:27:11,0,0,0,0,0
5/20/2011,15:27:12,0,0,0,0,0
5/20/2011,15:27:13,0,0,0,0,0
5/20/2011,15:27:14,0,0,0,0,0
5/20/2011,15:27:15,0,0,0,0,0
5/20/2011,15:27:16,0,0,0,0,0
5/20/2011,15:27:17,0,0,0,0,0
5/20/2011,15:27:18,0,0,0,0,0
5/20/2011,15:27:19,0,0,0,0,0
5/20/2011,15:27:20,0,0,0,0,0
5/20/2011,15:27:21,0,0,0,0,0
5/20/2011,15:27:22,0,0,0,0,0
5/20/2011,15:27:23,0,0,0,0,0
5/20/2011,15:27:24,0,0,0,0,0
5/20/2011,15:27:25,0,0,0,0,0
5/20/2011,15:27:26,0,0,0,0,0
5/20/2011,15:27:27,0,0,0,0,0
5/20/2011,15:27:28,0,0,0,0,0
5/20/2011,15:27:29,0,0,0,0,0
5/20/2011,15:27:30,0,0,0,0,0
5/20/2011,15:27:31,0,0,0,0,0
5/20/2011,15:27:32,0,0,0,0,0
5/20/2011,15:27:33,0,0,0,0,0
5/20/2011,15:27:34,0,0,0,0,0
5/20/2011,15:27:35,0,0,0,0,0
5/20/2011,15:27:36,0,0,0,0,0
5/20/2011,15:27:37,0,0,0,0,0
5/20/2011,15:27:38,0,0,0,0,0
5/20/2011,15:27:39,0,0,0,0,0
5/20/2011,15:27:40,0,0,0,0,0
5/20/2011,15:27:41,0,0,0,0,0
5/20/2011,15:27:42,0,0,0,0,0
5/20/2011,15:27:43,0,0,0,0,0
5/20/2011,15:27:44,0,0,0,0,0
5/20/2011,15:27:45,0,0,0,0,0
5/20/2011,15:27:46,0,0,0,0,0
5/20/2011,15:27:47,0,0,0,0,0
5/20/2011,15:27:48,0,0,0,0,0
5/20/2011,15:27:49,0,0,0,0,0
5/20/2011,15:27:50,0,0,0,0,0
5/20/2011,15:27:51,0,0,0,0,0
5/20/2011,15:27:52,0,0,0,0,0
5/20/2011,15:27:53,0,0,0,0,0
5/20/2011,15:27:54,0,0,0,0,0
5/20/2011,15:27:55,0,0,0,0,0
5/20/2011,15:27:56,0,0,0,0,0
5/20/2011,15:27:57,0,0,0,0,0
5/20/2011,15:27:58,0,0,0,0,0
5/20/2011,15:27:59,0,0,0,0,0
5/20/2011,15:28:00,0,0,0,0,0
5/20/2011,15:28:01,0,0,0,0,0
5/20/2011,15:28:02,0,0,0,0,0
5/20/2011,15:28:03,0,0,0,0,0
5/20/2011,15:28:04,0,0,0,0,0
5/20/2011,15:28:05,0,0,0,0,0
5/20/2011,15:28:06,0,0,0,0,0
5/20/2011,15:28:07,0,0,0,0,0
5/20/2011,15:28:08,0,0,0,0,0
5/20/2011,15:28:09,0,0,0,0,0
5/20/2011,15:28:10,0,0,0,0,0
5/20/2011,15:28:11,0,0,0,0,0
5/20/2011,15:28:12,0,0,0,0,0
5/20/2011,15:28:13,0,0,0,0,0
5/20/2011,15:28:14,0,0,0,0,0
5/20/2011,15:28:15,0,0,0,0,0
5/20/2011,15:28:16,0,0,0,0,0
5/20/2011,15:28:17,0,0,0,0,0
5/20/2011,15:28:18,0,0,0,0,0
5/20/2011,15:28:19,0,0,0,0,0
5/20/2011,15:28:20,0,0,0,0,0
5/20/2011,15:28:21,0,0,0,0,0
5/20/2011,15:28:22,0,0,0,0,0
5/20/2011,15:28:23,0,0,0,0,0
5/20/2011,15:28:24,0,0,0,0,0
5/20/2011,15:28:25,0,0,0,0,0
5/20/2011,15:28:26,0,0,0,0,0
5/20/2011,15:28:27,0,0,0,0,0
5/20/2011,15:28:28,0,0,0,0,0
5/20/2011,15:28:29,0,0,0,0,0
5/20/2011,15:28:30,0,0,0,0,0
5/20/2011,15:28:31,0,0,0,0,0
5/20/2011,15:28:32,0,0,0,0,0
5/20/2011,15:28:33,0,0,0,0,0
5/20/2011,15:28:34,0,0,0,0,0
5/20/2011,15:28:35,0,0,0,0,0
5/20/2011,15:28:36,0,0,0,0,0
5/20/2011,15:28:37,0,0,0,0,0
5/20/2011,15:28:38,0,0,0,0,0
5/20/2011,15:28:39,0,0,0,0,0
5/20/2011,15:28:40,0,0,0,0,0
5/20/2011,15:28:41,0,0,0,0,0
5/20/2011,15:28:42,0,0,0,0,0
5/20/2011,15:28:43,0,0,0,0,0
5/20/2011,15:28:44,0,0,0,0,0
5/20/2011,15:28:45,0,0,0,0,0
5/20/2011,15:28:46,0,0,0,0,0
5/20/2011,15:28:47,0,0,0,0,0
5/20/2011,15:28:48,0,0,0,0,0
5/20/2011,15:28:49,0,0,0,0,0
5/20/2011,15:28:50,0,0,0,0,0
5/20/2011,15:28:51,0,0,0,0,0
5/20/2011,15:28:52,0,0,0,0,0
5/20/2011,15:28:53,0,0,0,0,0
5/20/2011,15:28:54,0,0,0,0,0
5/20/2011,15:28:55,0,0,0,0,0
5/20/2011,15:28:56,0,0,0,0,0
5/20/2011,15:28:57,0,0,0,0,0
5/20/2011,15:28:58,0,0,0,0,0
5/20/2011,15:28:59,0,0,0,0,0
5/20/2011,15:29:00,0,0,0,0,0
5/20/2011,15:29:01,0,0,0,0,0
5/20/2011,15:29:02,0,0,0,0,0
5/20/2011,15:29:03,0,0,0,0,0
5/20/2011,15:29:04,0,0,0,0,0
5/20/2011,15:29:05,0,0,0,0,0
5/20/2011,15:29:06,0,0,0,0,0
5/20/2011,15:29:07,0,0,0,0,0
5/20/2011,15:29:08,0,0,0,0,0
5/20/2011,15:29:09,0,0,0,0,0
5/20/2011,15:29:10,0,0,0,0,0
5/20/2011,15:29:11,0,0,0,0,0
5/20/2011,15:29:12,0,0,0,0,0
5/20/2011,15:29:13,0,0,0,0,0
5/20/2011,15:29:14,0,0,0,0,0
5/20/2011,15:29:15,0,0,0,0,0
5/20/2011,15:29:16,0,0,0,0,0
5/20/2011,15:29:17,0,0,0,0,0
5/20/2011,15:29:18,0,0,0,0,0
5/20/2011,15:29:19,0,0,0,0,0
5/20/2011,15:29:20,0,0,0,0,0
5/20/2011,15:29:21,0,0,0,0,0
5/20/2011,15:29:22,0,0,0,0,0
5/20/2011,15:29:23,0,0,0,0,0
5/20/2011,15:29:24,0,0,0,0,0
5/20/2011,15:29:25,0,0,0,0,0
5/20/2011,15:29:26,0,0,0,0,0
5/20/2011,15:29:27,0,0,0,0,0
5/20/2011,15:29:28,0,0,0,0,0
5/20/2011,15:29:29,0,0,0,0,0
5/20/2011,15:29:30,0,0,0,0,0
5/20/2011,15:29:31,0,0,0,0,0
5/20/2011,15:29:32,0,0,0,0,0
5/20/2011,15:29:33,0,0,0,0,0
5/20/2011,15:29:34,0,0,0,0,0
5/20/2011,15:29:35,0,0,0,0,0
5/20/2011,15:29:36,0,0,0,0,0
5/20/2011,15:29:37,0,0,0,0,0
5/20/2011,15:29:38,0,0,0,0,0
5/20/2011,15:29:39,0,0,0,0,0
5/20/2011,15:29:40,0,0,0,0,0
5/20/2011,15:29:41,0,0,0,0,0
5/20/2011,15:29:42,0,0,0,0,0
5/20/2011,15:29:43,0,0,0,0,0
5/20/2011,15:29:44,0,0,0,0,0
5/20/2011,15:29:45,0,0,0,0,0
5/20/2011,15:29:46,0,0,0,0,0
5/20/2011,15:29:47,0,0,0,0,0
5/20/2011,15:29:48,0,0,0,0,0
5/20/2011,15:29:49,0,0,0,0,0
5/20/2011,15:29:50,0,0,0,0,0
5/20/2011,15:29:51,0,0,0,0,0
5/20/2011,15:29:52,0,0,0,0,0
5/20/2011,15:29:53,0,0,0,0,0
5/20/2011,15:29:54,0,0,0,0,0
5/20/2011,15:29:55,0,0,0,0,0
5/20/2011,15:29:56,0,0,0,0,0
5/20/2011,15:29:57,0,0,0,0,0
5/20/2011,15:29:58,0,0,0,0,0
5/20/2011,15:29:59,0,0,0,0,0
5/20/2011,15:30:00,0,0,0,0,0
5/20/2011,15:30:01,0,0,0,0,0
5/20/2011,15:30:02,0,0,0,0,0
5/20/2011,15:30:03,0,0,0,0,0
5/20/2011,15:30:04,0,0,0,0,0
5/20/2011,15:30:05,0,0,0,0,0
5/20/2011,15:30:06,0,0,0,0,0
5/20/2011,15:30:07,0,0,0,0,0
5/20/2011,15:30:08,0,0,0,0,0
5/20/2011,15:30:09,0,0,0,0,0
5/20/2011,15:30:10,0,0,0,0,0
5/20/2011,15:30:11,0,0,0,0,0
5/20/2011,15:30:12,0,0,0,0,0
5/20/2011,15:30:13,0,0,0,0,0
5/20/2011,15:30:14,0,0,0,0,0
5/20/2011,15:30:15,0,0,0,0,0
5/20/2011,15:30:16,0,0,0,0,0
5/20/2011,15:30:17,0,0,0,0,0
5/20/2011,15:30:18,0,0,0,0,0
5/20/2011,15:30:19,0,0,0,0,0
5/20/2011,15:30:20,0,0,0,0,0
5/20/2011,15:30:21,0,0,0,0,0
5/20/2011,15:30:22,0,0,0,0,0
5/20/2011,15:30:23,0,0,0,0,0
5/20/2011,15:30:24,0,0,0,0,0
5/20/2011,15:30:25,0,0,0,0,0
5/20/2011,15:30:26,0,0,0,0,0
5/20/2011,15:30:27,0,0,0,0,0
5/20/2011,15:30:28,0,0,0,0,0
5/20/2011,15:30:29,0,0,0,0,0
5/20/2011,15:30:30,0,0,0,0,0
5/20/2011,15:30:31,0,0,0,0,0
5/20/2011,15:30:32,0,0,0,0,0
5/20/2011,15:30:33,0,0,0,0,0
5/20/2011,15:30:34,0,0,0,0,0
5/20/2011,15:30:35,0,0,0,0,0
5/20/2011,15:30:36,0,0,0,0,0
5/20/2011,15:30:37,0,0,0,0,0
5/20/2011,15:30:38,0,0,0,0,0
5/20/2011,15:30:39,0,0,0,0,0
5/20/2011,15:30:40,0,0,0,0,0
5/20/2011,15:30:41,0,0,0,0,0
5/20/2011,15:30:42,0,0,0,0,0
5/20/2011,15:30:43,0,0,0,0,0
5/20/2011,15:30:44,0,0,0,0,0
5/20/2011,15:30:45,0,0,0,0,0
5/20/2011,15:30:46,0,0,0,0,0
5/20/2011,15:30:47,0,0,0,0,0
5/20/2011,15:30:48,0,0,0,0,0
5/20/2011,15:30:49,0,0,0,0,0
5/20/2011,15:30:50,0,0,0,0,0
5/20/2011,15:30:51,0,0,0,0,0
5/20/2011,15:30:52,0,0,0,0,0
5/20/2011,15:30:53,0,0,0,0,0
5/20/2011,15:30:54,0,0,0,0,0
5/20/2011,15:30:55,0,0,0,0,0
5/20/2011,15:30:56,0,0,0,0,0
5/20/2011,15:30:57,0,0,0,0,0
5/20/2011,15:30:58,0,0,0,0,0
5/20/2011,15:30:59,0,0,0,0,0
5/20/2011,15:31:00,0,0,0,0,0
5/20/2011,15:31:01,0,0,0,0,0
5/20/2011,15:31:02,0,0,0,0,0
5/20/2011,15:31:03,0,0,0,0,0
5/20/2011,15:31:04,0,0,0,0,0
5/20/2011,15:31:05,0,0,0,0,0
5/20/2011,15:31:06,0,0,0,0,0
5/20/2011,15:31:07,0,0,0,0,0
5/20/2011,15:31:08,0,0,0,0,0
5/20/2011,15:31:09,0,0,0,0,0
5/20/2011,15:31:10,0,0,0,0,0
5/20/2011,15:31:11,0,0,0,0,0
5/20/2011,15:31:12,0,0,0,0,0
5/20/2011,15:31:13,0,0,0,0,0
5/20/2011,15:31:14,0,0,0,0,0
5/20/2011,15:31:15,0,0,0,0,0
5/20/2011,15:31:16,0,0,0,0,0
5/20/2011,15:31:17,0,0,0,0,0
5/20/2011,15:31:18,0,0,0,0,0
5/20/2011,15:31:19,0,0,0,0,0
5/20/2011,15:31:20,0,0,0,0,0
5/20/2011,15:31:21,0,0,0,0,0
5/20/2011,15:31:22,0,0,0,0,0
5/20/2011,15:31:23,0,0,0,0,0
5/20/2011,15:31:24,0,0,0,0,0
5/20/2011,15:31:25,0,0,0,0,0
5/20/2011,15:31:26,0,0,0,0,0
5/20/2011,15:31:27,0,0,0,0,0
5/20/2011,15:31:28,0,0,0,0,0
5/20/2011,15:31:29,0,0,0,0,0
5/20/2011,15:31:30,0,0,0,0,0
5/20/2011,15:31:31,0,0,0,0,0
5/20/2011,15:31:32,0,0,0,0,0
5/20/2011,15:31:33,0,0,0,0,0
5/20/2011,15:31:34,0,0,0,0,0
5/20/2011,15:31:35,0,0,0,0,0
5/20/2011,15:31:36,0,0,0,0,0
5/20/2011,15:31:37,0,0,0,0,0
5/20/2011,15:31:38,0,0,0,0,0
5/20/2011,15:31:39,0,0,0,0,0
5/20/2011,15:31:40,0,0,0,0,0
5/20/2011,15:31:41,0,0,0,0,0
5/20/2011,15:31:42,0,0,0,0,0
5/20/2011,15:31:43,0,0,0,0,0
5/20/2011,15:31:44,0,0,0,0,0
5/20/2011,15:31:45,0,0,0,0,0
5/20/2011,15:31:46,0,0,0,0,0
5/20/2011,15:31:47,0,0,0,0,0
5/20/2011,15:31:48,0,0,0,0,0
5/20/2011,15:31:49,0,0,0,0,0
5/20/2011,15:31:50,0,0,0,0,0
5/20/2011,15:31:51,0,0,0,0,0
5/20/2011,15:31:52,0,0,0,0,0
5/20/2011,15:31:53,0,0,0,0,0
5/20/2011,15:31:54,0,0,0,0,0
5/20/2011,15:31:55,0,0,0,0,0
5/20/2011,15:31:56,0,0,0,0,0
5/20/2011,15:31:57,0,0,0,0,0
5/20/2011,15:31:58,0,0,0,0,0
5/20/2011,15:31:59,0,0,0,0,0
5/20/2011,15:32:00,0,0,0,0,0
5/20/2011,15:32:01,0,0,0,0,0
5/20/2011,15:32:02,0,0,0,0,0
5/20/2011,15:32:03,0,0,0,0,0
5/20/2011,15:32:04,0,0,0,0,0
5/20/2011,15:32:05,0,0,0,0,0
5/20/2011,15:32:06,0,0,0,0,0
5/20/2011,15:32:07,0,0,0,0,0
5/20/2011,15:32:08,0,0,0,0,0
5/20/2011,15:32:09,0,0,0,0,0
5/20/2011,15:32:10,0,0,0,0,0
5/20/2011,15:32:11,0,0,0,0,0
5/20/2011,15:32:12,0,0,0,0,0
5/20/2011,15:32:13,0,0,0,0,0
5/20/2011,15:32:14,0,0,0,0,0
5/20/2011,15:32:15,0,0,0,0,0
5/20/2011,15:32:16,0,0,0,0,0
5/20/2011,15:32:17,0,0,0,0,0
5/20/2011,15:32:18,0,0,0,0,0
5/20/2011,15:32:19,0,0,0,0,0
5/20/2011,15:32:20,0,0,0,0,0
5/20/2011,15:32:21,0,0,0,0,0
5/20/2011,15:32:22,0,0,0,0,0
5/20/2011,15:32:23,0,0,0,0,0
5/20/2011,15:32:24,0,0,0,0,0
5/20/2011,15:32:25,0,0,0,0,0
5/20/2011,15:32:26,0,0,0,0,0
5/20/2011,15:32:27,0,0,0,0,0
5/20/2011,15:32:28,0,0,0,0,0
5/20/2011,15:32:29,0,0,0,0,0
5/20/2011,15:32:30,0,0,0,0,0
5/20/2011,15:32:31,0,0,0,0,0
5/20/2011,15:32:32,0,0,0,0,0
5/20/2011,15:32:33,0,0,0,0,0
5/20/2011,15:32:34,0,0,0,0,0
5/20/2011,15:32:35,0,0,0,0,0
5/20/2011,15:32:36,0,0,0,0,0
5/20/2011,15:32:37,0,0,0,0,0
5/20/2011,15:32:38,0,0,0,0,0
5/20/2011,15:32:39,0,0,0,0,0
5/20/2011,15:32:40,0,0,0,0,0
5/20/2011,15:32:41,0,0,0,0,0
5/20/2011,15:32:42,0,0,0,0,0
5/20/2011,15:32:43,0,0,0,0,0
5/20/2011,15:32:44,0,0,0,0,0
5/20/2011,15:32:45,0,0,0,0,0
5/20/2011,15:32:46,0,0,0,0,0
5/20/2011,15:32:47,0,0,0,0,0
5/20/2011,15:32:48,0,0,0,0,0
5/20/2011,15:32:49,0,0,0,0,0
5/20/2011,15:32:50,0,0,0,0,0
5/20/2011,15:32:51,0,0,0,0,0
5/20/2011,15:32:52,0,0,0,0,0
5/20/2011,15:32:53,0,0,0,0,0
5/20/2011,15:32:54,0,0,0,0,0
5/20/2011,15:32:55,0,0,0,0,0
5/20/2011,15:32:56,0,0,0,0,0
5/20/2011,15:32:57,0,0,0,0,0
5/20/2011,15:32:58,0,0,0,0,0
5/20/2011,15:32:59,0,0,0,0,0
5/20/2011,15:33:00,0,0,0,0,0
5/20/2011,15:33:01,0,0,0,0,0
5/20/2011,15:33:02,0,0,0,0,0
5/20/2011,15:33:03,0,0,0,0,0
5/20/2011,15:33:04,0,0,0,0,0
5/20/2011,15:33:05,0,0,0,0,0
5/20/2011,15:33:06,0,0,0,0,0
5/20/2011,15:33:07,0,0,0,0,0
5/20/2011,15:33:08,0,0,0,0,0
5/20/2011,15:33:09,0,0,0,0,0
5/20/2011,15:33:10,0,0,0,0,0
5/20/2011,15:33:11,0,0,0,0,0
5/20/2011,15:33:12,0,0,0,0,0
5/20/2011,15:33:13,0,0,0,0,0
5/20/2011,15:33:14,0,0,0,0,0
5/20/2011,15:33:15,0,4,0,2,4
5/20/2011,15:33:16,100,48,36,1,116.62
5/20/2011,15:33:17,62,89,114,1,157.36
5/20/2011,15:33:18,67,61,111,1,143.29
5/20/2011,15:33:19,0,14,26,1,29.53
5/20/2011,15:33:20,0,0,0,1,0
5/20/2011,15:33:21,0,0,0,1,0
5/20/2011,15:33:22,0,0,0,1,0
5/20/2011,15:33:23,0,2,0,1,2
5/20/2011,15:33:24,4,0,0,3,4
5/20/2011,15:33:25,11,0,12,1,16.28
5/20/2011,15:33:26,0,0,0,1,0
5/20/2011,15:33:27,0,0,0,1,0
5/20/2011,15:33:28,0,0,0,1,0
5/20/2011,15:33:29,0,0,0,1,0
5/20/2011,15:33:30,0,0,0,1,0
5/20/2011,15:33:31,0,0,0,1,0
5/20/2011,15:33:32,0,0,0,1,0
5/20/2011,15:33:33,0,0,0,1,0
5/20/2011,15:33:34,0,0,0,1,0
5/20/2011,15:33:35,0,0,0,1,0
5/20/2011,15:33:36,0,0,0,1,0
5/20/2011,15:33:37,0,0,0,1,0
5/20/2011,15:33:38,0,0,0,1,0
5/20/2011,15:33:39,0,0,0,1,0
5/20/2011,15:33:40,0,0,0,1,0
5/20/2011,15:33:41,0,0,0,1,0
5/20/2011,15:33:42,0,0,0,1,0
5/20/2011,15:33:43,0,0,0,1,0
5/20/2011,15:33:44,0,0,0,1,0
5/20/2011,15:33:45,0,0,0,1,0
5/20/2011,15:33:46,0,0,0,1,0
5/20/2011,15:33:47,0,0,0,1,0
5/20/2011,15:33:48,0,0,0,1,0
5/20/2011,15:33:49,0,0,0,1,0
5/20/2011,15:33:50,0,0,0,1,0
5/20/2011,15:33:51,0,0,0,1,0
5/20/2011,15:33:52,0,0,0,1,0
5/20/2011,15:33:53,0,0,0,1,0
5/20/2011,15:33:54,0,0,15,1,15
5/20/2011,15:33:55,0,0,23,1,23
5/20/2011,15:33:56,4,15,18,1,23.77
5/20/2011,15:33:57,2,7,17,1,18.49
5/20/2011,15:33:58,12,24,10,1,28.64
5/20/2011,15:33:59,7,26,22,1,34.77
5/20/2011,15:34:00,0,0,20,1,20
5/20/2011,15:34:01,0,0,24,1,24
5/20/2011,15:34:02,7,21,22,1,31.21
5/20/2011,15:34:03,22,54,9,1,59
5/20/2011,15:34:04,0,41,13,1,43.01
5/20/2011,15:34:05,0,0,29,1,29
5/20/2011,15:34:06,0,0,5,1,5
5/20/2011,15:34:07,0,0,0,1,0
5/20/2011,15:34:08,0,0,0,1,0
5/20/2011,15:34:09,0,0,0,1,0
5/20/2011,15:34:10,0,0,0,1,0
5/20/2011,15:34:11,0,0,0,1,0
5/20/2011,15:34:12,0,0,0,1,0
5/20/2011,15:34:13,0,0,0,1,0
5/20/2011,15:34:14,0,0,0,1,0
5/20/2011,15:34:15,0,0,0,1,0
5/20/2011,15:34:16,0,0,0,1,0
5/20/2011,15:34:17,0,0,0,1,0
5/20/2011,15:34:18,0,0,0,1,0
5/20/2011,15:34:19,0,0,0,1,0
5/20/2011,15:34:20,0,0,0,1,0
5/20/2011,15:34:21,0,0,0,1,0
5/20/2011,15:34:22,0,0,0,1,0
5/20/2011,15:34:23,0,0,0,1,0
5/20/2011,15:34:24,0,0,0,1,0
5/20/2011,15:34:25,0,0,0,1,0
5/20/2011,15:34:26,0,0,0,1,0
5/20/2011,15:34:27,0,0,0,1,0
5/20/2011,15:34:28,0,0,0,1,0
5/20/2011,15:34:29,0,0,0,1,0
5/20/2011,15:34:30,0,0,0,1,0
5/20/2011,15:34:31,0,0,0,1,0
5/20/2011,15:34:32,0,0,0,1,0
5/20/2011,15:34:33,0,0,0,1,0
5/20/2011,15:34:34,0,0,0,1,0
5/20/2011,15:34:35,0,0,0,1,0
5/20/2011,15:34:36,0,0,0,1,0
5/20/2011,15:34:37,0,0,0,1,0
5/20/2011,15:34:38,0,0,0,1,0
5/20/2011,15:34:39,0,0,0,1,0
5/20/2011,15:34:40,0,0,0,1,0
5/20/2011,15:34:41,0,0,0,1,0
5/20/2011,15:34:42,0,0,0,1,0
5/20/2011,15:34:43,0,0,0,1,0
5/20/2011,15:34:44,0,0,0,1,0
5/20/2011,15:34:45,0,0,0,1,0
5/20/2011,15:34:46,0,0,0,1,0
5/20/2011,15:34:47,0,0,0,1,0
5/20/2011,15:34:48,0,0,0,1,0
5/20/2011,15:34:49,0,0,0,1,0
5/20/2011,15:34:50,0,0,0,1,0
5/20/2011,15:34:51,0,0,0,1,0
5/20/2011,15:34:52,0,0,0,1,0
5/20/2011,15:34:53,0,0,0,1,0
5/20/2011,15:34:54,0,0,0,1,0
5/20/2011,15:34:55,0,0,0,1,0
5/20/2011,15:34:56,0,0,0,1,0
5/20/2011,15:34:57,0,0,0,1,0
5/20/2011,15:34:58,0,0,0,1,0
5/20/2011,15:34:59,0,0,0,1,0
5/20/2011,15:35:00,0,0,0,1,0
5/20/2011,15:35:01,0,0,0,1,0
5/20/2011,15:35:02,0,0,0,1,0
5/20/2011,15:35:03,0,0,0,1,0
5/20/2011,15:35:04,0,0,0,1,0
5/20/2011,15:35:05,0,0,0,1,0
5/20/2011,15:35:06,0,0,0,1,0
5/20/2011,15:35:07,0,0,0,1,0
5/20/2011,15:35:08,0,0,0,1,0
5/20/2011,15:35:09,0,0,0,1,0
5/20/2011,15:35:10,0,0,0,1,0
5/20/2011,15:35:11,0,0,0,1,0
5/20/2011,15:35:12,0,0,0,1,0
